,Unnamed: 0,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,MonthlyCharges_z,tenure_z,TotalCharges_z
2963,2968,Male,Yes,No,No,3,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,90.4,268.45,No,0.8510149107824564,-1.1987601143772668,-0.8889267585512638
3903,3910,Female,Yes,No,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.4,5127.95,Yes,1.382862004695619,0.5939741817803856,1.2550237281036898
3212,3217,Female,Yes,No,No,2,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.45,42.45,No,-1.4741541029191516,-1.2395040756535771,-0.9886351256639339
593,594,Male,Yes,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.6,45.6,No,-0.638156952174399,-1.2802480369298874,-0.9872453851488678
5318,5327,Female,Yes,Yes,Yes,30,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.7,599.25,No,-1.499084435446331,-0.09867315991688919,-0.7429819450960815
5505,5514,Female,Yes,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),48.45,48.45,No,-0.543421688571117,-1.2802480369298874,-0.9859880008733319
4809,4817,Female,Yes,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.9,19.9,No,-1.4924363467724167,-1.2802480369298874,-0.9985839030019457
869,871,Male,Yes,Yes,Yes,57,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),97.55,5598.0,No,1.0886840808749008,1.0014137945434884,1.4624038960740904
1014,1017,Female,Yes,No,No,64,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),24.4,1601.2,No,-1.3428543516093396,1.2866215234776603,-0.3009341644388264
2678,2683,Female,Yes,No,No,7,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,79.65,604.7,Yes,0.4936801445595503,-1.0357842692720256,-0.7405774734112848
1245,1249,Male,Yes,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.05,45.05,Yes,-0.6564391960276642,-1.2802480369298874,-0.9874880382546729
2498,2503,Male,Yes,Yes,Yes,44,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),20.6,926.0,No,-1.4691680364137156,0.4717422979514547,-0.5988239408745554
5200,5208,Female,Yes,Yes,Yes,14,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),59.45,780.85,No,-0.17777681150581762,-0.7505765403378537,-0.6628623014338654
6100,6109,Female,Yes,No,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.15,101.65,No,-0.35395116136455285,-1.2395040756535771,-0.9625168277299954
1400,1405,Female,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,76.0,76.0,Yes,0.3723525262606099,-1.2802480369298874,-0.9738332862098183
365,365,Male,Yes,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),96.5,492.55,Yes,1.0537816153368496,-1.1172721918246462,-0.7900566476222846
468,468,Female,Yes,No,Yes,44,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.9,868.1,No,-1.4924363467724167,0.4717422979514547,-0.6243686951038633
539,540,Female,Yes,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),113.1,8248.5,No,1.6055729752717556,1.6125732136881425,2.6317712723224607
11,11,Male,Yes,No,No,16,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),18.95,326.8,No,-1.5240147679735105,-0.6690886177852331,-0.8631834699626608
3343,3349,Female,Yes,Yes,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.5,1056.95,Yes,1.1535029454455674,-0.8728084241667845,-0.5410504423196698
2828,2833,Female,Yes,No,No,66,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),61.15,4017.45,No,-0.12126805777754422,1.368109446030281,0.7650850481097962
5610,5619,Female,Yes,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),91.0,1859.5,No,0.8709591768041999,-0.506112772679992,-0.18697544220341653
4284,4291,Female,Yes,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),110.3,6997.3,No,1.5124997338369521,1.2866215234776603,2.079757515988953
5638,5647,Female,Yes,Yes,No,46,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),69.1,3168.0,No,0.14299346701055832,0.5532302205040753,0.39031835588033836
1073,1076,Female,Yes,Yes,Yes,58,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),24.5,1497.9,No,-1.3395303072723823,1.0421577558197987,-0.34650882958368834
540,541,Female,Yes,No,No,11,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,58.95,601.6,No,-0.19439703319060395,-0.8728084241667845,-0.7419451545530958
36,36,Male,Yes,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,316.9,Yes,0.1629377330323022,-1.1172721918246462,-0.8675512258671538
3780,3786,Male,Yes,Yes,Yes,27,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.75,1929.0,No,0.36404241541821675,-0.22090504374582004,-0.156312913378945
1070,1073,Male,Yes,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.05,713.0,Yes,1.1053043025596871,-1.0357842692720256,-0.6927968709409212
4372,4379,Female,Yes,Yes,No,68,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),89.95,5974.3,No,0.8360567112661487,1.4495973685829016,1.6284227391913368
4327,4334,Female,Yes,No,No,11,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,76.4,838.7,No,0.38564870360843917,-0.8728084241667845,-0.6373396065778124
5883,5892,Male,Yes,No,No,10,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,51.65,524.5,No,-0.43705226978848455,-0.9135523854430948,-0.7759607081123296
1839,1844,Male,Yes,Yes,No,59,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),66.4,3958.2,No,0.0532442699127125,1.082901717096109,0.7389446908026028
5447,5456,Female,Yes,No,No,13,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,31.05,347.25,Yes,-1.1218054032016815,-0.791320501614164,-0.8541611863013594
4602,4610,Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),117.8,8684.8,Yes,1.7618030591087472,1.6125732136881425,2.8242613633457254
6855,6866,Male,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,95.45,Yes,1.0188791497987983,-1.2802480369298874,-0.9652521900136174
3587,3593,Male,Yes,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.1,551.35,Yes,0.17623391038013098,-0.9950403079957154,-0.7641148246743863
1295,1299,Female,Yes,Yes,No,11,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.05,483.7,Yes,-0.6896796393972369,-0.8728084241667845,-0.7939611566884223
2384,2389,Male,Yes,Yes,Yes,71,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,85.45,6300.85,No,0.6864747161030716,1.5718292524118322,1.7724925059198429
3193,3198,Male,Yes,Yes,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.0,4178.65,No,1.3695658273477898,0.3087664528462136,0.8362044674839659
6387,6396,Female,Yes,Yes,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),91.95,3301.05,No,0.902537598005294,0.1457906077409725,0.44901834811193464
2217,2222,Male,Yes,Yes,Yes,38,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.15,3956.7,No,1.2083496770053626,0.22727853029359305,0.7382829096049524
27,27,Male,Yes,Yes,Yes,1,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,30.2,30.2,Yes,-1.150059780065818,-1.2802480369298874,-0.9940396721114126
6701,6711,Female,Yes,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.35,4889.2,No,1.1152764355705587,0.6754621043330061,1.149690220810991
3338,3344,Male,Yes,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.15,811.8,Yes,0.31085770602690066,-0.9135523854430948,-0.6492075493890107
1755,1760,Male,Yes,Yes,Yes,50,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),54.9,2614.1,No,-0.3290208288373734,0.7162060656093164,0.14594461896127695
2256,2261,Female,Yes,Yes,No,49,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),52.15,2583.75,No,-0.4204320481036982,0.6754621043330061,0.1325545793954826
1214,1218,Male,Yes,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.55,2282.55,Yes,0.856000977287892,-0.3431369275747509,-0.0003310850927305315
2782,2787,Male,Yes,Yes,Yes,72,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,26.1,1851.45,No,-1.286345597881066,1.6125732136881425,-0.190527001297474
4842,4850,Female,Yes,No,No,54,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),100.05,5299.65,No,1.1717851892988325,0.8791819107145575,1.3307756158614128
6841,6852,Male,Yes,Yes,Yes,44,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,61.9,2924.05,No,-0.09633772525036473,0.4717422979514547,0.282690673769118
1347,1352,Male,Yes,Yes,Yes,72,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),60.95,4549.05,No,-0.1279161464514586,1.6125732136881425,0.9996203045571208
1769,1774,Male,Yes,Yes,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.75,48.75,No,-0.5334495555602452,-1.2802480369298874,-0.9858556446338018
6892,6903,Male,Yes,Yes,No,35,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,69.0,2441.7,No,0.13966942267360125,0.10504664646466222,0.06988389997798355
4481,4489,Female,Yes,Yes,Yes,64,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),53.85,3399.85,No,-0.3639232943754246,1.2866215234776603,0.49260766966384506
3228,3233,Male,Yes,Yes,No,4,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,29.9,118.25,No,-1.16003191307669,-1.1580161531009565,-0.9551931158093303
3810,3816,Male,Yes,Yes,Yes,50,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),75.15,3822.45,No,0.3440981493964733,0.7162060656093164,0.6790534924152358
787,789,Male,Yes,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),69.65,4908.25,No,0.16127571086382367,1.6125732136881425,1.1580948420211519
2557,2562,Male,Yes,Yes,Yes,66,No,No,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),50.55,3364.55,No,-0.47361675749501453,1.368109446030281,0.4770337521458043
6607,6616,Male,Yes,No,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.4,4528.0,Yes,1.2166597878477559,0.4309983366751445,0.9903333084167592
1824,1829,Male,Yes,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.85,572.45,No,0.33412601638560113,-0.9950403079957154,-0.7548057691607698
3578,3584,Male,Yes,Yes,No,8,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.0,658.1,No,0.3391120828910372,-0.9950403079957154,-0.7170180627749283
5458,5467,Female,Yes,No,No,53,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,98.6,5311.85,No,1.123586546412952,0.8384379494382472,1.3361581029356369
281,281,Female,Yes,No,No,10,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,51.2,498.25,No,-0.4520104693047921,-0.9135523854430948,-0.7875418790712128
3026,3031,Female,Yes,Yes,No,50,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.05,3444.85,Yes,0.2078123315812251,0.7162060656093164,0.512461105593359
1125,1129,Male,Yes,No,No,47,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),86.05,3865.6,No,0.706418982124815,0.5939741817803856,0.6980907315343142
5921,5930,Female,Yes,No,No,72,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),84.7,6185.15,No,0.6615443835758922,1.6125732136881425,1.7214471162077367
4691,4699,Female,Yes,Yes,No,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),106.65,5174.35,No,1.3911721155380123,0.6754621043330061,1.2754948264843444
4987,4995,Female,Yes,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.1,552.95,Yes,0.3424361272279943,-1.0357842692720256,-0.7634089247302258
5572,5581,Male,Yes,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,113.15,7856.0,Yes,1.6072349974402345,1.4495973685829016,2.458605192270589
4389,4397,Female,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),103.95,7556.9,No,1.301422918440166,1.6125732136881425,2.3266460214590863
6220,6229,Male,Yes,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.45,6227.5,No,0.6864747161030716,1.6125732136881425,1.740131405354735
4508,4516,Male,Yes,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),87.55,6463.15,No,0.7562796471791741,1.6125732136881425,1.844097231505623
5337,5346,Male,Yes,No,No,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),74.6,4798.4,No,0.325815905543208,1.368109446030281,1.1096303989798828
4141,4148,Female,Yes,No,No,29,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),19.35,601.6,No,-1.5107185906256815,-0.13941712119319946,-0.7419451545530958
1930,1935,Female,Yes,No,No,51,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),19.85,996.95,No,-1.494098368940895,0.7569500268856267,-0.5675216902256884
4142,4149,Male,Yes,Yes,No,71,No,No,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,49.35,3515.25,Yes,-0.5135052895385016,1.5718292524118322,0.5435207031364209
1344,1349,Female,Yes,Yes,No,51,No,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.65,2553.35,No,-0.5035331565276299,0.7569500268856267,0.11914248045643314
306,306,Male,Yes,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,2303.35,Yes,0.3357880385540801,-0.01718523736426863,0.008845614181355784
1079,1083,Male,Yes,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.95,171.15,Yes,0.5368927209399946,-1.2395040756535771,-0.9318542989055238
2022,2027,Female,Yes,Yes,No,24,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.15,456.85,No,-1.4841262359300234,-0.3431369275747509,-0.8058070401263656
1283,1287,Female,Yes,Yes,Yes,30,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,107.5,3242.5,No,1.419426492402149,-0.09867315991688919,0.42318682203031144
4956,4964,Female,Yes,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.95,1834.95,Yes,0.3374500607225587,-0.26164900502213034,-0.1978065944716291
6070,6079,Female,Yes,Yes,No,25,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,54.1,1373.0,No,-0.3556131835330314,-0.3023929662984406,-0.40161314397471704
1368,1373,Male,Yes,No,Yes,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.85,19.85,No,-1.494098368940895,-1.2802480369298874,-0.9986059623752008
3348,3354,Female,Yes,No,No,54,No,No,DSL,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),44.1,2369.7,No,-0.6880176172287581,0.8791819107145575,0.038118402490761275
966,969,Female,Yes,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.0,174.8,Yes,1.0371613936520632,-1.2395040756535771,-0.9302439646579077
2385,2390,Female,Yes,Yes,Yes,8,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,19.8,160.05,No,-1.495760391109374,-0.9950403079957154,-0.9367514797681373
3809,3815,Female,Yes,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.25,210.3,Yes,0.3141817503638577,-1.1987601143772668,-0.9145818096468468
2443,2448,Female,Yes,No,No,14,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.85,1531.4,Yes,1.331339317472781,-0.7505765403378537,-0.331729049502828
2839,2844,Female,Yes,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.6,347.65,Yes,1.1568269897825245,-1.1580161531009565,-0.8539847113153193
5592,5601,Female,Yes,Yes,Yes,35,No,No,DSL,No,No,No,Yes,Yes,No,One year,No,Mailed check,40.9,1383.6,No,-0.7943870360113907,0.10504664646466222,-0.3969365568446538
1039,1042,Female,Yes,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.2,1046.5,No,0.17955795471708852,-0.7505765403378537,-0.5456608513299681
3366,3372,Male,Yes,No,No,57,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.9,5913.95,No,1.33300133964126,1.0014137945434884,1.601797075672533
6759,6770,Female,Yes,Yes,Yes,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,78.9,299.75,No,0.4687498120323708,-1.1580161531009565,-0.8751175908936242
2015,2020,Male,Yes,Yes,No,52,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,75.4,3865.45,No,0.35240826023886646,0.797693988161937,0.698024553414549
111,111,Female,Yes,No,No,52,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),57.95,3042.25,No,-0.2276374765601766,0.797693988161937,0.3348390321439745
5050,5058,Female,Yes,No,No,30,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.8,1536.75,No,-0.5317875333917667,-0.09867315991688919,-0.3293686965645414
1026,1029,Female,Yes,Yes,Yes,3,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,88.3,273.75,Yes,0.7812099797063535,-1.1987601143772668,-0.8865884649862322
4360,4367,Male,Yes,Yes,No,36,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),54.1,1992.85,No,-0.3556131835330314,0.1457906077409725,-0.1281430937322903
579,580,Female,Yes,Yes,Yes,12,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.0,233.55,Yes,-1.5223527458050319,-0.8320644628904743,-0.9043242010832645
4624,4632,Female,Yes,Yes,Yes,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.45,19.45,Yes,-1.5073945462887242,-1.2802480369298874,-0.998782437361241
3972,3979,Male,Yes,Yes,Yes,66,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),25.3,1672.35,No,-1.3129379525767242,1.368109446030281,-0.2695436762969395
4478,4486,Female,Yes,No,No,61,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,89.2,5500.6,No,0.8111263787389692,1.1643896396487294,1.4194322369733203
179,179,Male,Yes,Yes,No,61,Yes,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),20.55,1252.0,No,-1.4708300585821945,1.1643896396487294,-0.4549968272518545
2704,2709,Male,Yes,Yes,No,41,No,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,53.95,2215.4,No,-0.36059925003846727,0.3495104141225239,-0.02995682337421635
3662,3668,Male,Yes,Yes,No,22,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),59.75,1374.35,No,-0.1678046784949459,-0.42462485012737144,-0.40101754089683167
4032,4039,Male,Yes,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.1,701.3,No,0.974004551249875,-1.0357842692720256,-0.697958764282595
5642,5651,Female,Yes,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,84.3,3588.4,Yes,0.6482482062280629,0.3902543753988342,0.5757935662085085
1135,1139,Male,Yes,Yes,No,14,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.65,228.65,No,-1.5007464576148097,-0.7505765403378537,-0.9064860196622561
1131,1135,Female,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.65,8333.95,No,1.6570956624945936,1.6125732136881425,2.6694707412152825
6863,6874,Female,Yes,Yes,No,31,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,49.2,1498.55,No,-0.5184913560439374,-0.05792919864057891,-0.3462220577313732
3357,3363,Male,Yes,Yes,No,57,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),57.5,3265.95,No,-0.2425956760764844,1.0014137945434884,0.4335326680869136
2693,2698,Male,Yes,No,No,2,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.85,51.6,No,-1.494098368940895,-1.2395040756535771,-0.9845982603582659
3733,3739,Male,Yes,No,No,24,Yes,Yes,No,No,No,No,No,No,No,One year,No,Electronic check,24.6,592.65,No,-1.336206262935425,-0.3431369275747509,-0.7458937823657434
4738,4746,Male,Yes,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,162.45,Yes,0.3889727479453962,-1.2395040756535771,-0.9356926298518967
5888,5897,Male,Yes,Yes,Yes,71,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),23.9,1626.4,No,-1.359474573294126,1.5718292524118322,-0.2898162403182986
339,339,Male,Yes,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.4,6603.0,Yes,1.2831406745869012,1.24587756220135,1.9057972984999014
3368,3374,Female,Yes,No,No,2,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.85,104.2,Yes,-0.33068285100585193,-1.2395040756535771,-0.9613917996939897
90,90,Male,Yes,Yes,Yes,30,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),82.05,2570.2,No,0.5734572086465244,-0.09867315991688919,0.1265764892433733
478,478,Male,Yes,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.1,453.4,Yes,1.0404854379890203,-1.1172721918246462,-0.8073291368809615
2601,2606,Female,Yes,No,No,31,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,104.35,3205.6,No,1.3147190957879948,-0.05792919864057891,0.40690700456810996
126,126,Female,Yes,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.05,2135.5,Yes,0.44049543516823375,-0.22090504374582004,-0.06520770183573112
1250,1254,Female,Yes,Yes,No,55,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),88.8,4805.3,No,0.7978302013911399,0.9199258719908678,1.112674592489075
1644,1649,Female,Yes,No,No,27,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,56.15,1439.35,No,-0.28747027462540753,-0.22090504374582004,-0.37234035566531154
